career_id,skill_name,importance
car_053,NoSQL,Recommended
car_053,NetBeans,Important
car_053,AWS,Essential
car_053,Keras,Essential
car_053,LogRocket,Important
car_053,Azure Functions,Important
car_053,Design Systems,Recommended
car_054,C#,Recommended
car_054,Scikit-Learn,Recommended
car_054,Security Auditing,Recommended
car_054,Nginx,Important
car_054,OWASP,Important
car_054,Nmap,Recommended
car_054,Chef,Essential
car_054,Angular,Important
car_054,iOS Development,Essential
car_054,AWS ECS,Essential
car_055,Fly.io,Essential
car_055,Jest,Essential
car_055,NLTK,Essential
car_055,Mixpanel,Recommended
car_055,Orange,Important
car_055,Vercel,Recommended
car_055,Android Studio,Recommended
car_056,Nmap,Important
car_056,Vim,Important
car_056,React Native,Essential
car_056,Cloud Computing,Essential
car_056,macOS,Important
car_056,Tableau,Essential
car_056,Prettier,Essential
car_056,Docker,Important
car_056,Git,Essential
car_057,PyCharm,Essential
car_057,Plotly,Important
car_057,Probability,Essential
car_057,Katalon,Important
car_057,Scrum,Essential
car_057,Responsive Design,Recommended
car_057,React Native,Important
car_057,Azure Kubernetes Service,Important
car_057,Feature Engineering,Important
car_057,MobX,Recommended
car_058,Firebase,Important
car_058,Message Queues,Essential
car_058,NoSQL,Essential
car_058,MobX,Recommended
car_058,Zsh,Recommended
car_058,XGBoost,Important
car_058,Presentation Skills,Essential
car_058,Looker,Essential
car_058,Data Modeling,Essential
car_058,Grafana,Essential
car_059,SVN,Essential
car_059,Matplotlib,Essential
car_059,OAuth,Essential
car_059,Azure,Recommended
car_059,Data Engineering,Important
car_059,API Design,Recommended
car_059,Express,Essential
car_059,New Relic,Recommended
car_059,Bootstrap,Essential
car_059,AWS SNS,Essential
car_060,Technical Writing,Recommended
car_060,Alteryx,Recommended
car_060,Laravel,Essential
car_060,Security Auditing,Recommended
car_060,Cypress,Recommended
car_060,ZBrush,Important
car_060,Fly.io,Important
car_060,Godot,Important
car_061,Socket.io,Recommended
car_061,GraphQL API,Recommended
car_061,Design Systems,Important
car_061,jQuery,Important
car_061,Jetpack Compose,Recommended
car_061,Mixpanel,Recommended
car_062,ZBrush,Essential
car_062,Excel,Recommended
car_062,C++,Recommended
car_062,Windows,Essential
car_062,NextAuth,Important
car_062,Wireshark,Essential
car_063,Hadoop,Recommended
car_063,LangChain,Essential
car_063,Nuxt.js,Essential
car_063,PyCharm,Important
car_063,Integration Testing,Important
car_063,Looker,Essential
car_064,Project Management,Essential
car_064,SOC Analysis,Essential
car_064,gRPC,Essential
car_064,Mocha,Essential
car_064,Stripe API,Important
car_064,Rust,Recommended
car_064,Zustand,Important
car_064,AR/VR,Recommended
car_064,Network Security,Important
car_064,Communication,Important
car_065,KNIME,Important
car_065,Postman,Essential
car_065,AWS Lambda,Important
car_065,Miro,Recommended
car_065,Lint-staged,Important
car_065,Power BI,Essential
car_065,Statistics,Recommended
car_066,PyTorch,Important
car_066,Domain-Driven Design,Important
car_066,Visual Studio,Essential
car_066,AWS DynamoDB,Important
car_066,Hugging Face,Essential
car_066,Technical Writing,Recommended
car_066,OpenID Connect,Important
car_066,Trello,Recommended
car_066,Cypress,Recommended
car_067,Auth0,Essential
car_067,Amplitude,Recommended
car_067,MongoDB,Recommended
car_067,Design Systems,Important
car_067,Redis,Recommended
car_067,Looker,Recommended
car_067,Mocha,Important
car_067,RapidMiner,Important
car_067,Playwright,Important
car_067,Alteryx,Important
car_068,PowerShell,Important
car_068,Supabase Auth,Important
car_068,Orange,Important
car_068,AWS SQS,Recommended
car_068,Vim,Recommended
car_069,Gatsby,Essential
car_069,Revit,Essential
car_069,KNIME,Essential
car_069,Responsive Design,Recommended
car_069,Jetpack Compose,Essential
car_069,PyTorch,Essential
car_069,WebHooks,Essential
car_069,Azure Kubernetes Service,Important
car_069,Rust,Important
car_070,Bootstrap,Essential
car_070,Penetration Testing,Recommended
car_070,QlikView,Important
car_070,SolidWorks,Essential
car_070,Scikit-Learn,Essential
car_071,WebStorm,Recommended
car_071,Prettier,Essential
car_071,Data Engineering,Essential
car_071,Firebase,Essential
car_071,Stripe API,Essential
car_071,WebRTC,Recommended
car_071,SendGrid API,Recommended
car_071,C#,Essential
car_071,Hugging Face,Recommended
car_072,Go,Recommended
car_072,Plotly,Essential
car_072,NumPy,Essential
car_072,Java,Important
car_072,Insomnia,Recommended
car_072,Fly.io,Recommended
car_072,Zustand,Essential
car_072,Azure Blob Storage,Recommended
car_073,C#,Recommended
car_073,GraphQL API,Essential
car_073,Go,Recommended
car_073,Java,Essential
car_073,Adobe XD,Essential
car_073,MeiliSearch,Essential
car_073,Maya,Recommended
car_074,Tailwind CSS,Recommended
car_074,Express,Important
car_074,Grafana,Essential
car_074,Pandas,Recommended
car_074,Sentry,Important
car_074,Ruby on Rails,Important
car_074,Trello,Important
car_074,Jenkins,Important
car_074,Vite,Recommended
car_074,C#,Essential
car_075,SendGrid API,Essential
car_075,Babel,Recommended
car_075,Insomnia,Essential
car_075,Web3,Recommended
car_075,GraphQL API,Important
car_075,Google Maps API,Recommended
car_075,Prisma,Essential
car_075,SOC Analysis,Recommended
car_075,Kafka,Essential
car_076,Recoil,Recommended
car_076,Prettier,Recommended
car_076,User Research,Recommended
car_076,TypeScript,Essential
car_076,Bash,Important
car_076,React Native,Important
car_076,Svelte,Essential
car_076,Amplitude,Recommended
car_076,Seaborn,Recommended
car_077,Babel,Essential
car_077,DigitalOcean Droplets,Important
car_077,Datadog,Essential
car_077,FastAPI,Essential
car_077,Segment,Essential
car_077,Alteryx,Essential
car_077,SASS,Recommended
car_078,Socket.io,Recommended
car_078,Emacs,Essential
car_078,Nginx,Essential
car_078,Ethical Hacking,Recommended
car_078,Segment,Essential
car_078,Zeplin,Essential
car_078,3ds Max,Essential
car_078,Leadership,Important
car_078,Spacy,Important
car_079,Maya,Essential
car_079,Remix,Important
car_079,Rust,Recommended
car_079,Spring Boot,Recommended
car_079,Event-Driven Architecture,Recommended
car_079,Feature Engineering,Important
car_080,Unity,Important
car_080,Looker,Important
car_080,jQuery,Recommended
car_080,GCP Compute Engine,Recommended
car_080,SvelteKit,Essential
car_081,AWS,Recommended
car_081,Spring Boot,Essential
car_081,OpenID Connect,Recommended
car_081,Event-Driven Architecture,Essential
car_081,Discord,Important
car_081,Jetpack Compose,Important
car_081,New Relic,Recommended
car_082,JavaScript,Recommended
car_082,Blender,Recommended
car_082,C#,Recommended
car_082,Hadoop,Important
car_082,Unreal Engine,Recommended
car_082,Remix,Essential
car_082,Parcel,Recommended
car_083,Spark,Recommended
car_083,Clerk,Recommended
car_083,Hugging Face,Essential
car_083,Transformers,Important
car_083,Data Visualization,Important
car_083,Selenium,Recommended
car_083,WebSockets,Important
car_083,Serverless,Important
car_083,AWS Lambda,Recommended
car_083,Kubernetes,Important
car_084,MeiliSearch,Important
car_084,Data Visualization,Essential
car_084,Responsive Design,Important
car_084,AWS S3,Recommended
car_084,REST API,Recommended
car_084,Firebase,Recommended
car_084,Jira,Important
car_084,Asana,Essential
car_084,Natural Language Processing,Recommended
car_084,JWT,Important
car_085,Ruby on Rails,Important
car_085,Zoom,Essential
car_085,Critical Thinking,Important
car_085,Prettier,Essential
car_085,AWS DynamoDB,Important
car_085,Chart.js,Recommended
car_085,Airflow,Essential
car_085,Grafana,Important
car_086,AutoCAD,Important
car_086,Design Patterns,Essential
car_086,GCP,Important
car_086,Jekyll,Important
car_086,GitHub,Important
car_086,WebSockets,Recommended
car_086,AWS CloudFront,Essential
car_086,GraphQL,Important
car_086,TypeORM,Essential
car_087,Scala,Important
car_087,Svelte,Recommended
car_087,Hugo,Recommended
car_087,TDD,Essential
car_087,Keras,Important
car_087,Event-Driven Architecture,Essential
car_087,AWS SNS,Recommended
car_087,System Design,Recommended
car_087,SolidWorks,Important
car_087,React,Recommended
car_088,Sketch,Recommended
car_088,SVN,Important
car_088,Linux,Essential
car_088,Clerk,Important
car_088,Mercurial,Important
car_089,TypeORM,Recommended
car_089,Caching,Important
car_089,ZBrush,Recommended
car_089,Statistics,Essential
car_089,Netlify,Recommended
car_089,Swift,Recommended
car_089,Insomnia,Important
car_089,Time Management,Important
car_089,SVN,Important
car_090,Segment,Important
car_090,ActiveMQ,Recommended
car_090,Postman,Recommended
car_090,Pandas,Recommended
car_090,React,Recommended
car_091,GCP Compute Engine,Important
car_091,Machine Learning,Important
car_091,Render,Important
car_091,Amplitude,Recommended
car_091,LangChain,Recommended
car_091,Adobe XD,Important
car_091,SAML,Important
car_092,Firebase,Important
car_092,Elasticsearch,Essential
car_092,MongoDB,Recommended
car_092,WebSockets,Recommended
car_092,SvelteKit,Essential
car_092,Node.js,Important
car_092,Message Queues,Important
car_093,Vite,Essential
car_093,Spacy,Important
car_093,Unity,Recommended
car_093,Lint-staged,Essential
car_093,Redux,Recommended
car_094,NumPy,Essential
car_094,Gatsby,Essential
car_094,Airflow,Recommended
car_094,Hugo,Recommended
car_094,Natural Language Processing,Important
car_094,Transformers,Important
car_094,Hugging Face,Important
car_094,Puppet,Important
car_095,Zeplin,Recommended
car_095,Natural Language Processing,Recommended
car_095,Godot,Essential
car_095,Fly.io,Recommended
car_095,jQuery,Essential
car_095,MQTT,Important
car_095,Statsmodels,Recommended
car_095,Django,Recommended
car_095,GitHub,Important
car_095,LightGBM,Recommended
car_096,WebStorm,Recommended
car_096,SendGrid API,Essential
car_096,R,Essential
car_096,Spring Boot,Essential
car_096,API Design,Important
car_097,Puppet,Recommended
car_097,Gatsby,Essential
car_097,Nuxt.js,Essential
car_097,GCP,Recommended
car_097,GCP Cloud Storage,Essential
car_097,Network Security,Recommended
car_098,Design Systems,Recommended
car_098,gRPC,Recommended
car_098,IntelliJ IDEA,Essential
car_098,SQLite,Essential
car_098,Tailwind CSS,Recommended
car_098,Markdown,Essential
car_099,AWS SQS,Important
car_099,GCP Compute Engine,Essential
car_099,Android Studio,Recommended
car_099,Mixpanel,Recommended
car_099,API Gateway,Essential
car_099,Trello,Important
car_099,Azure Blob Storage,Important
car_099,Python,Recommended
car_100,Parcel,Important
car_100,Visual Studio,Essential
car_100,Responsive Design,Recommended
car_100,Transformers,Important
car_100,Vue.js,Recommended
car_100,Plotly,Important
car_101,Katalon,Important
car_101,AWS SNS,Essential
car_101,Docker Compose,Recommended
car_101,Neo4j,Essential
car_101,Critical Thinking,Essential
car_101,tRPC,Essential
car_101,Jetpack Compose,Important
car_102,Data Modeling,Important
car_102,Python,Important
car_102,dbt,Essential
car_102,Statistics,Recommended
car_102,Algolia,Important
car_103,Cryptography,Essential
car_103,TDD,Essential
car_103,Emacs,Important
car_103,Blender,Recommended
car_103,Framer,Essential
car_103,AWS Route 53,Important
car_104,Flask,Recommended
car_104,OpenID Connect,Recommended
car_104,LogRocket,Important
car_104,SOC Analysis,Important
car_104,Power BI,Important
car_105,Mapbox API,Recommended
car_105,Keras,Recommended
car_105,MobX,Recommended
car_105,TypeORM,Essential
car_105,Flutter,Recommended
car_105,Bash,Recommended
car_105,Data Modeling,Recommended
car_105,Airflow,Important
car_105,Azure SQL Database,Recommended
car_105,Feature Engineering,Important
car_106,R,Important
car_106,Reinforcement Learning,Recommended
car_106,RxJS,Important
car_106,AWS Lambda,Recommended
car_106,WebStorm,Essential
car_106,Apollo,Essential
car_106,Grafana,Essential
car_107,Trello,Important
car_107,Ansible,Essential
car_107,NLTK,Essential
car_107,Puppet,Recommended
car_107,GCP Cloud SQL,Important
car_107,Stripe API,Essential
car_107,GraphQL API,Essential
car_108,Big Data,Recommended
car_108,Project Management,Essential
car_108,Blockchain,Essential
car_108,D3.js,Essential
car_108,Azure,Recommended
car_108,SVN,Recommended
car_109,TDD,Important
car_109,Spacy,Recommended
car_109,AWS Route 53,Recommended
car_109,Spark,Recommended
car_109,ZeroMQ,Important
car_109,Vim,Recommended
car_109,Jenkins,Important
car_109,Auth0,Essential
car_109,Svelte,Recommended
car_110,Web3,Essential
car_110,GCP Compute Engine,Essential
car_110,Linear,Essential
car_110,Node.js,Essential
car_110,Heroku,Important
car_111,Big Data,Recommended
car_111,Angular,Recommended
car_111,Unreal Engine,Essential
car_111,Spark,Recommended
car_111,Jenkins,Recommended
car_111,Generative AI,Recommended
car_111,Firebase Auth,Recommended
car_111,NoSQL,Recommended
car_112,Data Warehousing,Important
car_112,Kotlin,Essential
car_112,Stata,Important
car_112,RapidMiner,Essential
car_112,Jira,Essential
car_112,Elasticsearch,Important
car_112,Netlify,Essential
car_112,RxJS,Recommended
car_113,Redux Toolkit,Important
car_113,Xcode,Important
car_113,Event-Driven Architecture,Essential
car_113,TensorFlow,Important
car_113,Stripe API,Recommended
car_113,RapidMiner,Important
car_113,Grafana,Important
car_113,Responsive Design,Recommended
car_114,Excel,Essential
car_114,MATLAB,Essential
car_114,Data Engineering,Recommended
car_114,Neural Networks,Essential
car_114,Bokeh,Important
car_114,NumPy,Important
car_115,LightGBM,Important
car_115,CI/CD,Essential
car_115,Go,Essential
car_115,Natural Language Processing,Recommended
car_115,PyTorch,Essential
car_116,Mapbox API,Important
car_116,Pillow,Essential
car_116,Nginx,Essential
car_116,Reinforcement Learning,Important
car_116,Rollup,Important
car_116,Cybersecurity,Essential
car_117,ESLint,Essential
car_117,Google Maps API,Recommended
car_117,Gatsby,Important
car_117,Bash,Recommended
car_117,jQuery,Recommended
car_117,DynamoDB,Recommended
car_117,SOC Analysis,Important
car_117,Lint-staged,Essential
car_117,LangChain,Important
car_117,NATS,Important
car_118,Prisma,Recommended
car_118,Adobe XD,Recommended
car_118,Kotlin,Recommended
car_118,Microsoft Teams,Recommended
car_118,TensorFlow,Important
car_118,REST APIs,Recommended
car_118,Unit Testing,Essential
car_118,AutoCAD,Important
car_119,Figma,Important
car_119,Airflow,Essential
car_119,Esbuild,Important
car_119,Redux Toolkit,Important
car_119,Socket.io,Important
car_119,WebSocket,Recommended
car_120,Spring Boot,Important
car_120,Markdown,Important
car_120,Eleventy,Recommended
car_120,Solidity,Recommended
car_120,Appium,Important
car_120,MobX,Essential
car_121,Azure SQL Database,Essential
car_121,Android Studio,Recommended
car_121,Postman,Important
car_121,Segment,Important
car_121,ASP.NET,Important
car_121,GCP Cloud SQL,Important
car_121,Deep Learning,Important
car_121,LogRocket,Essential
